Name,Structure Graph ID,ID,Ea (J/mol),A,RT_conductivity (S/m),SMILES,Cation Name,Anion Name,Cation SMILES,Anion SMILES,reference,source
1-butyl-3-methylimidazolium phenyltrifluoroborate,ABChyi,FXUDs,28393.18196,19596.15131,0.207789563,CCCCn1cc[n+](C)c1.F[B-](F)(F)c1ccccc1,1-butyl-3-methylimidazolium,phenyltrifluoroborate,CCCCN1C=C[N+](=C1)C,F[B-](F)(F)c1ccccc1,"Iwasaki, K.; Yoshii, K.; Tsuda, T.; Kuwabata, S. (2017) J. Mol. Liq. 246, 236-243.",synthesized by the authors
1-butyl-3-methylimidazolium tetrafluoroborate,AArYBF,PyMzQ,28748.13303,38261.36689,0.351580865,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,1-butyl-3-methylimidazolium,tetrafluoroborate,CCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Iwasaki, K.; Yoshii, K.; Tsuda, T.; Kuwabata, S. (2017) J. Mol. Liq. 246, 236-243.",commercial source
tributylmethylammonium phenyltrifluoroborate,ABOVgV,GZied,52991.36096,15565249.09,0.008090115,CCCC[N+](C)(CCCC)CCCC.F[B-](F)(F)c1ccccc1,tributylmethylammonium,phenyltrifluoroborate,CCCC[N+](C)(CCCC)CCCC,F[B-](F)(F)c1ccccc1,"Iwasaki, K.; Yoshii, K.; Tsuda, T.; Kuwabata, S. (2017) J. Mol. Liq. 246, 236-243.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-(trifluoromethyl)phenyl)borate,ABPlcW,JSmzI,33126.53561,69459.20645,0.109116126,CCCCn1cc[n+](C)c1.F[B-](F)(F)c1ccc(C(F)(F)F)cc1,1-butyl-3-methyl-1H-imidazol-3-ium,trifluoro(4-(trifluoromethyl)phenyl)borate,CCCCN1C=C[N+](=C1)C,F[B-](F)(F)c1ccc(C(F)(F)F)cc1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium (3-cyanophenyl)trifluoroborate,ABHXfI,ECyje,42709.18266,2022762.593,0.066558495,CCCCn1cc[n+](C)c1.N#Cc1cccc([B-](F)(F)F)c1,1-butyl-3-methyl-1H-imidazol-3-ium,(3-cyanophenyl)trifluoroborate,CCCCN1C=C[N+](=C1)C,N#Cc1cccc([B-](F)(F)F)c1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium (4-cyanophenyl)trifluoroborate,ABHXga,hilKk,32824.08362,63962.71803,0.113521018,CCCCn1cc[n+](C)c1.N#Cc1ccc([B-](F)(F)F)cc1,1-butyl-3-methyl-1H-imidazol-3-ium,(4-cyanophenyl)trifluoroborate,CCCCN1C=C[N+](=C1)C,N#Cc1ccc([B-](F)(F)F)cc1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-(trifluoromethyl)phenyl)borate,ABPlTF,NHArG,34094.60013,142061.3926,0.151017817,CCCCn1cc[n+](C)c1.F[B-](F)(F)c1cccc(C(F)(F)F)c1,1-butyl-3-methyl-1H-imidazol-3-ium,trifluoro(3-(trifluoromethyl)phenyl)borate,CCCCN1C=C[N+](=C1)C,F[B-](F)(F)c1cccc(C(F)(F)F)c1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-fluorophenyl)borate,ABGFXn,AsUvN,34094.60013,142061.3926,0.151017817,CCCCn1cc[n+](C)c1.Fc1ccc([B-](F)(F)F)cc1,1-butyl-3-methyl-1H-imidazol-3-ium,trifluoro(4-fluorophenyl)borate,CCCCN1C=C[N+](=C1)C,Fc1ccc([B-](F)(F)F)cc1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-fluorophenyl)borate,ABGFcK,ArRke,30683.78396,54084.27469,0.227617432,CCCCn1cc[n+](C)c1.Fc1cccc([B-](F)(F)F)c1,1-butyl-3-methyl-1H-imidazol-3-ium,trifluoro(3-fluorophenyl)borate,CCCCN1C=C[N+](=C1)C,Fc1cccc([B-](F)(F)F)c1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(2-fluorophenyl)borate,ABGFZa,iQbfY,34094.60013,142061.3926,0.151017817,CCCCn1cc[n+](C)c1.Fc1ccccc1[B-](F)(F)F,1-butyl-3-methyl-1H-imidazol-3-ium,trifluoro(2-fluorophenyl)borate,CCCCN1C=C[N+](=C1)C,Fc1ccccc1[B-](F)(F)F,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-methoxyphenyl)borate,ABIVCY,AKBZi,42812.49044,1821747.717,0.057497249,CCCCn1cc[n+](C)c1.COc1ccc([B-](F)(F)F)cc1,1-butyl-3-methyl-1H-imidazol-3-ium,trifluoro(4-methoxyphenyl)borate,CCCCN1C=C[N+](=C1)C,COc1ccc([B-](F)(F)F)cc1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-methoxyphenyl)borate,ABIVux,StwLu,32824.08362,63962.71803,0.113521018,CCCCn1cc[n+](C)c1.COc1cccc([B-](F)(F)F)c1,1-butyl-3-methyl-1H-imidazol-3-ium,trifluoro(3-methoxyphenyl)borate,CCCCN1C=C[N+](=C1)C,COc1cccc([B-](F)(F)F)c1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methylimidazolium phenyltrifluoroborate,ABChyi,gukpq,27983.55908,17116.70691,0.214111493,CCCCn1cc[n+](C)c1.F[B-](F)(F)c1ccccc1,1-butyl-3-methylimidazolium,phenyltrifluoroborate,CCCCN1C=C[N+](=C1)C,F[B-](F)(F)c1ccccc1,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methylimidazolium trifluoro(2-methoxyphenyl)borate,ABIVEK,sVJCS,56005.43723,107863816.7,0.016618879,CCCCn1cc[n+](C)c1.COc1ccccc1[B-](F)(F)F,1-butyl-3-methylimidazolium,trifluoro(2-methoxyphenyl)borate,CCCCN1C=C[N+](=C1)C,COc1ccccc1[B-](F)(F)F,"Iwasaki, K.; Tsuzuki, S.; Tsuda, T.; Kuwabata, S. (2018) J. Phys. Chem. C 122(6), 3286-3294.",synthesized by the authors
1-butyl-3-methylimidazolium trifluoroacetate,AAwaEi,gbFsi,25030.51643,11467.50181,0.472137024,CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],1-butyl-3-methylimidazolium,trifluoroacetate,CCCCN1C=C[N+](=C1)C,C(=O)(C(F)(F)F)[O-],"Li, W.; Zhang, Z.; Han, B.; Hu, S.; Xie, Y.; Yang, G. (2007) J. Phys. Chem. B 111, 6452-6456.",synthesized by the authors
1-hexyl-3-methylimidazolium hexafluorophosphate,ABICIG,OEaoi,41495.04232,1037118.532,0.055693818,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium,hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,"Li, J.-G.; Hu, Y.-F.; Ling, S.; Zhang, J.-Z. (2011) J. Chem. Eng. Data 56(7), 3068-3072.",commercial source
1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ACNmkc,rsSSP,29524.92297,25310.48841,0.170008249,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCCN1C=C[N+](=C1)C,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,"Li, J.-G.; Hu, Y.-F.; Ling, S.; Zhang, J.-Z. (2011) J. Chem. Eng. Data 56(7), 3068-3072.",commercial source
triethylheptylammonium bis[(trifluoromethyl)sulfonyl]imide,ABoVaq,WUVew,28043.99957,8541.017483,0.104265365,CCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylheptylammonium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Machanova, K.; Boisset, A.; Sedlakova, Z.; Anouti, M.; Bendova, M.; Jacquemin, J. (2012) J. Chem. Eng. Data 57(8), 2227-2235.",commercial source
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABabds,MDcal,26212.90029,14807.6656,0.378381262,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Makino, T.; Kanakubo, M.; Umecky, T.; Suzuki, A.; Nishida, T.; Takano, J. (2013) Fluid Phase Equilib. 360, 253-259.",commercial source
"N,N-diethylethanaminium 3-(4-hydroxy-3-methoxyphenyl)acrylate",ABEpuP,PMsXW,32880.06377,5981.559008,0.01037901,CC[NH+](CC)CC.COc1cc(CCC(=O)[O-])ccc1O,"N,N-diethylethanaminium",3-(4-hydroxy-3-methoxyphenyl)acrylate,CC[NH+](CC)CC,COc1cc(CCC(=O)[O-])ccc1O,"Malfait, B.; Jani, A.; Morineau, D. (2022) J. Mol. Liq. 349, 118488.",commercial source
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABdMNo,qIzJu,19383.45176,830.1058156,0.333511391,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Nahra, M.; Chainet, E.; Svecova, L.; Cointeaux, L.; Billard, I. (2016) Fluid Phase Equilib. 415, 101-109.",commercial source
trihexyl(tetradecyl)phosphonium butyrate,ACFpVw,QqQFx,38847.36415,30795.12319,0.004812154,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],trihexyl(tetradecyl)phosphonium,butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],"Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",synthesized by the authors
trihexyltetradecylphosphonium decanoate,ACVzmt,qCWqP,38901.91132,11634.3085,0.001778449,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],trihexyltetradecylphosphonium,decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],"Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",synthesized by the authors
trihexyl(tetradecyl)phosphonium octanoate,ACQehz,YAaXT,39565.06966,21384.45149,0.002501567,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],trihexyl(tetradecyl)phosphonium,octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],"Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",synthesized by the authors
trihexyl(tetradecyl)phosphonium hexanoate,ACLKaU,WLWMi,39247.74881,25057.82633,0.003331599,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],trihexyl(tetradecyl)phosphonium,hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],"Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",synthesized by the authors
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,ABXNZH,uPrnq,24826.72456,18379.25869,0.821546231,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C,CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"Ramenskaya, L.M.; Grishina, E.P.; Kudryakova, N.O. (2018) J. Mol. Liq. 272, 759-765.",commercial source
1-butyl-3-methylimidazolium tetrafluoroborate,AArYBF,YOrYo,36228.49202,670347.4009,0.301293362,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,1-butyl-3-methylimidazolium,tetrafluoroborate,CCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Schreiner, C.; Zugmann, S.; Hartl, R.; Gores, H. J. (2010) J. Chem. Eng. Data 55(5), 1784-1788.",synthesized by the authors
1-ethyl-3-methylimidazolium difluorobis(acetato)borate,ABBYAR,OhBQM,44398.61348,11331398.86,0.18860368,CC(=O)[O-]->[Ba+3](F)(F)<-[O-]C(C)=O.CCn1cc[n+](C)c1,1-ethyl-3-methylimidazolium,difluorobis(acetato)borate,CCN1C=C[N+](=C1)C,CCn1cc[n+](C)c1,"Schreiner, C.; Zugmann, S.; Hartl, R.; Gores, H. J. (2010) J. Chem. Eng. Data 55(10), 4372-4377.",synthesized by the authors
1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,ABAJyw,tSFRa,32359.36311,32241.03334,0.069020541,CCCCn1cc[n+](C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-butyl-3-methyl-1H-imidazolium,(S)-2-amino-3-carboxypropanoate,CCCCn1cc[n+](C)c1,N[C@@H](CC(=O)O)C(=O)[O-],"Wei, Y.; Jin, Y.; Wu, Z.-J.; Yang, Y.; Zhang, Q.-G.; Kang, Z.-H. (2013) J. Chem. Eng. Data 58(2), 349-356.",synthesized by the authors
1-methylpyrrolidinium tetrafluoroborate,AAhNyw,yNllz,17286.37143,2.86492112,0.002682273,[B-](F)(F)(F)F.C[NH+]1CCCC1,1-methylpyrrolidinium,tetrafluoroborate,[B-](F)(F)(F)F,[B-](F)(F)(F)F,"Wu, T.-Y.; Sun, I.-W.; Gung, S.-T.; Lin, M.-W.; Chen, B.-K.; Wang, H. P.; Su, S.-G. (2011) J. Chem. Eng. Chin. Univ. 42, 513-522.",synthesized by the authors
1-pentylpyridinium acetate,AAoMBG,alGIN,55470.02681,28158193.24,0.005384381,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium,acetate,CC(=O)[O-],CC(=O)[O-],"Yan, Qiang; Liu, Min; Xiao, Chuanyou; Fu, Donglu; Wei, Jie; Fang, Dawei; Yang, Jiazhen (2021) J. Mol. Liq. 324, 114720.",synthesized by the authors
1-hexylpyridinium acetate,AAqxqp,twwSS,61127.22725,155204809.5,0.003028882,CCCCCC[N+]1=CC=CC=C1.CC(=O)[O-],1-hexylpyridinium,acetate,CCCCCC[N+]1=CC=CC=C1,CC(=O)[O-],"Yan, Qiang; Liu, Min; Xiao, Chuanyou; Fu, Donglu; Wei, Jie; Fang, Dawei; Yang, Jiazhen (2021) J. Mol. Liq. 324, 114720.",synthesized by the authors
1-butyl-3-methylimidazolium trifluoromethanesulfonate,ABDWVo,KtSrE,32643.53874,97342.014,0.185815334,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1-butyl-3-methylimidazolium,trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],"Yu, Y.-H.; Soriano, A. N.; Li, M.-H. (2009) Thermochim. Acta 482(1-2), 42-48.",commercial source
1-butyl-3-methylimidazolium methyl sulfate,AAwHNg,QwuIm,34655.24455,205222.669,0.174000835,CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium,methyl,CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],"Yu, Y.-H.; Soriano, A. N.; Li, M.-H. (2009) Thermochim. Acta 482(1-2), 42-48.",commercial source
1-butyl-3-methylimidazolium tetrafluoroborate,AArYBF,GltJB,33833.45054,193470.0998,0.228517755,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,1-butyl-3-methylimidazolium,tetrafluoroborate,CCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Yu, Y.-H.; Soriano, A. N.; Li, M.-H. (2009) Thermochim. Acta 482(1-2), 42-48.",commercial source
1-butyl-3-methylimidazolium hexafluorophosphate,ABChJv,ybbpn,40255.88774,980019.8828,0.086759303,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium,hexafluorophosphate,CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,"Yu, Y.-H.; Soriano, A. N.; Li, M.-H. (2009) Thermochim. Acta 482(1-2), 42-48.",commercial source
1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,ABHjxw,OykFX,33267.20556,103031.0852,0.152926136,CCN1C=C[N+](=C1)C.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium,2-(2-methoxyethoxy),CCN1C=C[N+](=C1)C,COCCOCCOS(=O)(=O)[O-],"Yu, Y.-H.; Soriano, A. N.; Li, M. -H. (2009) J. Chem. Thermodyn. 41(1), 103-108.",commercial source
1-ethyl-3-methylimidazolium ethyl sulfate,AAtWDT,BVXQr,27724.55974,29250.55009,0.406191703,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium,ethyl,CCN1C=C[N+](=C1)C,C[CH2],"Yu, Y.-H.; Soriano, A. N.; Li, M. -H. (2009) J. Chem. Thermodyn. 41(1), 103-108.",commercial source
1-butyl-3-methylimidazolium tetrafluoroborate,AArYBF,YLERt,33833.45054,193470.0998,0.228517755,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,1-butyl-3-methylimidazolium,tetrafluoroborate,CCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Yu, Y.-H.; Soriano, A. N.; Li, M. -H. (2009) J. Tianjin Univ. Sci. Technol. 40, 205-212.",commercial source
1-butyl-3-methylimidazolium hexafluorophosphate,ABChJv,gXcee,40255.88774,980019.8828,0.086759303,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium,hexafluorophosphate,CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,"Yu, Y.-H.; Soriano, A. N.; Li, M. -H. (2009) J. Tianjin Univ. Sci. Technol. 40, 205-212.",commercial source
1-butyl-3-methylimidazolium thiocyanate,AAlxZE,rqxTV,18652.79736,848.0100137,0.457499299,CCCCN1C=C[N+](=C1)C.C(#N)[S-],1-butyl-3-methylimidazolium,thiocyanate,CCCCN1C=C[N+](=C1)C,C(#N)[S-],"Zhang, Q.; Li, M.; Zhang, X.; Wu, X. (2014) Z. Phys. Chem. 228(8), 851-867.",synthesized by the authors
1-pentyl-3-methylimidazolium thiocyanate,AAohzu,wYFTA,20336.1288,1471.549918,0.402569745,CCCCCn1cc[n+](C)c1.N#C[S-],1-pentyl-3-methylimidazolium,thiocyanate,CCCCCn1cc[n+](C)c1,C(#N)[S-],"Zhang, Q.; Li, M.; Zhang, X.; Wu, X. (2014) Z. Phys. Chem. 228(8), 851-867.",synthesized by the authors
1-propyl-3-methylimidazolium thiocyanate,AAjMBl,kwhWm,17970.51837,1047.121384,0.74391487,CCCN1C=C[N+](=C1)C.C(#N)[S-],1-propyl-3-methylimidazolium,thiocyanate,CCCN1C=C[N+](=C1)C,C(#N)[S-],"Zhang, Q.; Li, M.; Zhang, X.; Wu, X. (2014) Z. Phys. Chem. 228(8), 851-867.",synthesized by the authors
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",ABdzDO,zgfUK,28572.82516,31885.40873,0.314464089,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium",bis((trifluoromethyl)sulfonyl)amide,CC[N+](C)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Zhang, H.; Cui, X.; Li, P.; Feng, T.; Feng, H. (2022) J. Mol. Liq. 365, 120193.",commercial source
"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAuItX,gaSue,40236.8904,664578.2847,0.059286483,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1C)C,"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCCN1C=C[N+](=C1C)C,[B-](F)(F)(F)F,"Zhang, H.; Cui, X.; Li, P.; Feng, T.; Feng, H. (2022) J. Mol. Liq. 365, 120193.",commercial source
1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,ABCPbo,DcggC,38621.71538,452576.0315,0.077461029,CCN1C=C[N+](=C1)C.CC1=CC=C(C=C1)S(=O)(=O)[O-],1-ethyl-3-methylimidazolium,4-methylbenzenesulfonate,CCN1C=C[N+](=C1)C,CC1=CC=C(C=C1)S(=O)(=O)[O-],"Aparicio, S.; Alcalde, R.; Garcia, B.; Leal, J. M. (2009) J. Phys. Chem. B 113(16), 5593-5606.",commercial source
"1,3-dimethylimidazolium methylsulfate",AAoCnc,CHQCZ,26617.50474,17188.17037,0.373065506,CN1C=C[N+](=C1)C.COS(=O)(=O)[O-],"1,3-dimethylimidazolium",methylsulfate,CN1C=C[N+](=C1)C,COS(=O)(=O)[O-],"Aparicio, S.; Alcalde, R.; Garcia, B.; Leal, J. M. (2009) J. Phys. Chem. B 113(16), 5593-5606.",commercial source
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,ABXNZH,vTDaI,21553.76341,5423.174416,0.907794363,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C,CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"Bonhote, P.; Dias, A.-P.; Papageorgiou, N.; Kalyanasundaram, K.; Gratzel, M. (1996) Inorg. Chem. 35(5), 1168-1178.",synthesized by the authors
1-ethenyl-3-(2-ethoxy-2-oxoethyl)-imidazolium chloride,AApiwC,PayoZ,52140.9912,5756941.207,0.004216742,C=Cn1cc[n+](CC(=O)OCC)c1.[Cl-],1-ethenyl-3-(2-ethoxy-2-oxoethyl)-imidazolium,chloride,C=Cn1cc[n+](CC(=O)OCC)c1,[Cl-],"Deng, Yupei; Li, Fahui; Shen, Yiyue; Jiang, Qianwen; Ouyang, Mai; Fu, Zhenhao; Du, Huajin; Chen, Zeyu; Wang, Guowei; Zhuang, Linghua (2023) J. Chem. Eng. Data 68(4), 835-847.",synthesized by the authors
1-(2-ethoxy-2-oxoethyl)-3-vinylimidazolium bis((trifluoromethyl)sulfonyl)amide,ABklwu,ZaeSd,26699.71685,2348.271194,0.049306021,C=C[n+]1ccn(CC(=O)OCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-ethoxy-2-oxoethyl)-3-vinylimidazolium,bis((trifluoromethyl)sulfonyl)amide,C=C[n+]1ccn(CC(=O)OCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Deng, Yupei; Li, Fahui; Shen, Yiyue; Jiang, Qianwen; Ouyang, Mai; Fu, Zhenhao; Du, Huajin; Chen, Zeyu; Wang, Guowei; Zhuang, Linghua (2023) J. Chem. Eng. Data 68(4), 835-847.",synthesized by the authors
1-(2-butoxy-2-oxoethyl)-3-vinylimidazolium bis((trifluoromethyl)sulfonyl)amide,ABqGGh,JLQSs,26546.64209,1566.934069,0.034996246,C=C[n+]1ccn(CC(=O)OCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)F,1-(2-butoxy-2-oxoethyl)-3-vinylimidazolium,bis((trifluoromethyl)sulfonyl)amide,C=C[n+]1ccn(CC(=O)OCCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)F,"Deng, Yupei; Li, Fahui; Shen, Yiyue; Jiang, Qianwen; Ouyang, Mai; Fu, Zhenhao; Du, Huajin; Chen, Zeyu; Wang, Guowei; Zhuang, Linghua (2023) J. Chem. Eng. Data 68(4), 835-847.",synthesized by the authors
1-ethyl-3-methylimidazolium iodide,AAtodn,PMiDG,12670.98265,34.32265657,0.206822249,CCN1C=C[N+](=C1)C.[I-],1-ethyl-3-methylimidazolium,iodide,CCN1C=C[N+](=C1)C,[I-],"Every, H. A.; Bishop, A. G.; MacFarlane, D. R.; Oradd, G.; Forsyth, M. (2004) Phys. Chem. Chem. Phys. 6(8), 1758-1765.",synthesized by the authors
1-methylimidazolium bis(trifluoromethylsulfonyl)imide,ABRszH,tnPJn,18563.18798,1143.681126,0.639726239,C[N+]1=CNC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methylimidazolium,bis(trifluoromethylsulfonyl)imide,C[N+]1=CNC=C1,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Fadeeva, Yu.A.; Gruzdev, M.S.; Kudryakova, N.O.; Shmukler, L.E.; Safonova, L.P. (2020) J. Mol. Liq. 297, 111305.",synthesized by the authors
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABJzqe,PBxHs,21825.32105,4109.848678,0.616569807,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium,bis(fluorosulfonyl)amide,CCCC[N+]1(CCCC1)C,O=S(=O)(F)[N-]S(=O)(=O)F,"Havlova, Marketa; Dohnal, Vladimir (2021) Fluid Phase Equilib. 547, 113137.",commercial source
